Time,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10
109800,22.9743345841214,22.3631830668556,21.379100224481,20.3582123256874,19.5512926342625,19.0896005358777,18.9889826709462,19.179453014721,19.5459141042827,19.9672152027186,20.3448867454378
110700,22.9423558412097,22.4182231527093,21.4834600147283,20.4734248402847,19.6472317320376,19.149047097657,19.0078838213857,19.1640593771966,19.5083727479611,19.9211039085388,20.3017557816582
111600,22.8977774788672,22.4629118748292,21.5814812444957,20.5866456111855,19.7447583959517,19.2122858856055,19.031293825092,19.1526674670107,19.4735726763069,19.8762260459019,20.2585148564231
112500,22.8407903884853,22.4970576940926,21.6727435485939,20.6973882455838,19.8434517228636,19.2790400512814,19.0591023905646,19.1453108960073,19.4416419858362,19.8327474296472,20.2153189296606
113400,22.7716385975339,22.5205142260262,21.7568555337117,20.8051770334646,19.942885956595,19.3490179414943,19.0911807728019,19.1420065148779,19.4126971041143,19.7908285110881,20.1723232723537
114300,22.6906182245981,22.5331808672322,21.8334564530014,20.9095489813227,20.0426323047184,19.4219143369762,19.1273823106268,19.142754325159,19.3868422775475,19.7506236852384,20.1296828097021
115200,22.5980762113533,22.535003225795,21.9022177495034,21.0100557915921,20.1422607686384,19.4974117495598,19.167543041198,19.1475374637239,19.3641691113028,19.712280623326,20.0875514644132
116100,22.4944088369076,22.5259733538234,21.9628444617981,21.1062657793003,20.2413419791137,19.5751817722947,19.2114823890655,19.1563222598372,19.3447561633602,19.6759396335147,20.0460815030167
117000,22.3800600208737,22.5061297811322,22.0150764858625,21.1977657177328,20.339449029349,19.6548864767036,19.2590039268052,19.1690583645328,19.3286685944623,19.6417330526306,20.0054228880809
117900,22.2555194224369,22.4755573499171,22.0586896877224,21.2841626051964,20.4361592977935,19.7361798511802,19.3098962039674,19.1856789517624,19.3159578754875,19.6097846715539,19.9657226391786
118800,22.1213203435596,22.4343868511309,22.0934968621352,21.3650853453091,20.5310562528296,19.8187092743551,19.3639336407742,19.2061009904528,19.3066615535239,19.5802091967867,19.9271242054149
119700,21.9780374453002,22.3827944641154,22.1193485331924,21.4401863336141,20.6237312316123,19.9021170171062,19.4208774827295,19.2302255863089,19.3008030776662,19.5531117505535,19.8897668522697
120600,21.8262842870262,22.3210010018899,22.1361335934124,21.5091429437179,20.7137851854315,19.9860417667686,19.4804768120413,19.257938391896,19.2983916853018,19.5285874116181,19.8537850654505
121500,21.6667106990588,22.2492709653254,22.1437797785827,21.5716589065822,20.8008303841135,20.0701201670035,19.5424696115134,19.2891100832439,19.2994223493898,19.5067207988273,19.8193079743693
122400,21.5,22.1679114102545,22.1422539763168,21.6274655770571,20.8844920721528,20.1539883667196,19.6065838763401,19.3235969009303,19.3038757869745,19.4875856992043,19.7864587977758
123300,21.326866070657,22.0772706323681,22.1315623670012,21.6763230822279,20.9644100694744,20.237283571403,19.6725387690318,19.3612412533211,19.3117185289103,19.4712447422196,19.7553543139763
124200,21.1480502970953,21.9777366755283,22.1117503965262,21.7180213466519,21.0402403099613,20.3196455901996,19.7400458125133,19.4018723793839,19.322903050512,19.4577491216717,19.7261043579637
125100,20.9643183959095,21.8697356698861,22.082902580917,21.7523809900904,21.1116563111528,20.4007183721149,19.8088101162777,19.445307068229,19.337367962582,19.4471383663967,19.6988113476644
126000,20.7764571353076,21.7537300069182,22.0451421436972,21.7792540938872,21.1783505688105,20.4801515247422,19.8785316303317,19.491350432294,19.3550382620046,19.439440160822,19.6735698413798
126900,20.5852709660484,21.6302163591979,21.998630487537,21.7985248327073,21.2400358703735,20.5576018090044,19.948906421554,19.5397967308566,19.3758256408434,19.4346702161569,19.6504661283659
127800,20.3915785766602,21.4997235533794,21.9435665024464,21.8101099689266,21.2964465216709,20.6327346035001,20.0196279669909,19.5904302403413,19.3996288526254,19.4328321927999,19.6295778543489
128700,20.1962093876904,21.3628103055021,21.8801857134745,21.8139592075516,21.3473394816321,20.7052253321723,20.0903884585395,19.6430261676907,19.4263341342475,19.4339176743154,19.6109736836224
129600,20,21.2200628283137,21.8087592715616,21.8100554101449,21.3924954001284,20.7747608491785,20.1608801134244,19.6973516028822,19.4558156817047,19.4379061931157,19.5947129992139
130500,19.8037906123096,21.0720923208559,21.729592791866,21.7984146668386,21.4317195544966,20.8410407750223,20.2307964848435,19.7531665065066,19.4879361776077,19.4447653077563,19.580845642443
131400,19.6084214233398,20.9195323510632,21.6430250445357,21.7790862261217,21.464842680728,20.903778778216,20.2998337671642,19.8102247281724,19.5225473682314,19.4544507315322,19.5694116930209
132300,19.4147290339516,20.7630361425828,21.5494265035328,21.7521522827002,21.491721695757,20.9627037969791,20.3676920900692,19.8682750513697,19.5594906876282,19.4669065118423,19.5604412906689
133200,19.2235428646924,20.6032737774319,21.4491977597213,21.7177276243361,21.5122403077523,21.0175611957321,20.4340767961035,19.9270622603119,19.5985979261333,19.4820652595671,19.5539544990493
134100,19.0356816040905,20.4409293264722,21.3427678050136,21.675959139172,21.5263095117909,21.0681138514264,20.498699696142,19.9863282241815,19.6396919404016,19.4998484274932,19.5499612126232
135000,18.8519497029047,20.2766979199891,21.2305921949212,21.627025185652,21.5338679687885,21.1141431650512,20.5612802973928,20.0458129941294,19.6825874019349,19.5201666366038,19.548461106861
135900,18.673133929343,20.1112827709175,21.1131510973776,21.5711348277309,21.5348822660583,21.1554499939784,20.6215469986717,20.1052559083248,19.7270915808951,19.5429200488502,19.5494436320461
136800,18.5,19.9453921634635,20.9909472361872,21.5085269386466,21.5293470583779,21.1918555011478,20.6792382478185,20.1643967003162,19.7730051618447,19.5679987848172,19.5528880507222
